11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00816193 , 0.0256613 , 0.0210159 , 1.95412e-05 , 0 , 0
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00820331 , 0.0255974 , 0.0210159 , 0.00050807 , 0.000547152 , -0.000136788
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00806274 , 0.0256393 , 0.0208772 , 0.00252081 , 0.00228632 , -0.00185641
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00742357 , 0.0258883 , 0.0202092 , 0.00566694 , 0.0054129 , -0.00470942
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00633287 , 0.0263942 , 0.0190902 , 0.0098292 , 0.00986828 , -0.00867627
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00521525 , 0.0270391 , 0.0173645 , 0.0153398 , 0.0151444 , -0.0138156
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00440287 , 0.0279179 , 0.0152498 , 0.022101 , 0.0218666 , -0.0201274
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00391574 , 0.0289718 , 0.012655 , 0.0300738 , 0.0295853 , -0.0283933
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00344869 , 0.0300814 , 0.0097098 , 0.0391605 , 0.0385938 , -0.0376167
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00271451 , 0.0312355 , 0.00630496 , 0.0495759 , 0.0490092 , -0.0475827
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.00164948 , 0.0321995 , 0.00243473 , 0.0607925 , 0.0604994 , -0.0587603
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , -0.000529793 , 0.0329901 , -0.00183761 , 0.0738069 , 0.0729862 , -0.0713838
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 9.79411e-05 , 0.0335883 , -0.00640343 , 0.0875444 , 0.0877984 , -0.085219
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.000102805 , 0.033944 , -0.0113555 , 0.102493 , 0.102826 , -0.0999139
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.000246315 , 0.0339734 , -0.0164129 , 0.119103 , 0.118967 , -0.116192
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.000875788 , 0.03375 , -0.0220902 , 0.136417 , 0.136729 , -0.133388
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.00175696 , 0.0332905 , -0.0280265 , 0.155294 , 0.154317 , -0.151893
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.00291156 , 0.0329083 , -0.034676 , 0.17503 , 0.175441 , -0.17163
11.748 , -20.136 , 78.037 , 21.451 , -99.489 , 0.00370003 , 0.0328267 , -0.0416396 , 0.197463 , 0.196037 , -0.1925
