20 , 5 , -0.0137065 , -0.112582 , 0.000165326 , 0 , 0 , 0 , 20 , 5
20 , 5 , -0.0137453 , -0.112592 , 0.000165326 , 0.000234494 , -0.000293117 , -0.000234494 , 20 , 5
20 , 5 , -0.013809 , -0.112572 , 0.000165326 , 0.00173916 , -0.00156329 , -0.00138742 , 20 , 5
20 , 5 , -0.0136719 , -0.11254 , 9.56282e-05 , 0.00457263 , -0.00459217 , -0.00402548 , 20 , 5
20 , 5 , -0.0135647 , -0.112256 , 9.56282e-05 , 0.00853949 , -0.00846132 , -0.00785555 , 20 , 5
20 , 5 , -0.0137462 , -0.111261 , 9.56282e-05 , 0.0137374 , -0.0134834 , -0.0129362 , 20 , 5
20 , 5 , -0.0137753 , -0.109528 , 9.56282e-05 , 0.0200688 , -0.0201274 , -0.0192285 , 20 , 5
20 , 5 , -0.0134803 , -0.107156 , 0.000164465 , 0.0275335 , -0.0274749 , -0.025853 , 20 , 5
20 , 5 , -0.0130686 , -0.10426 , 0.000261348 , 0.0362293 , -0.0360144 , -0.0344706 , 20 , 5
20 , 5 , -0.0128791 , -0.101132 , 0.000261348 , 0.0468206 , -0.0464884 , -0.0443975 , 20 , 5
20 , 5 , -0.0128823 , -0.097753 , 0.000261348 , 0.0581154 , -0.057705 , -0.0556923 , 20 , 5
20 , 5 , -0.0127579 , -0.0938984 , 0.000169966 , 0.0703091 , -0.07027 , -0.0675733 , 20 , 5
20 , 5 , -0.0126383 , -0.089401 , 0.000169966 , 0.0838902 , -0.0834994 , -0.0805877 , 20 , 5
20 , 5 , -0.0125159 , -0.0842217 , 9.53179e-05 , 0.0989955 , -0.0984288 , -0.095654 , 20 , 5
20 , 5 , -0.0122637 , -0.0785144 , -3.59008e-05 , 0.114589 , -0.114413 , -0.111052 , 20 , 5
20 , 5 , -0.0122376 , -0.0723974 , -3.59008e-05 , 0.132079 , -0.131473 , -0.128014 , 20 , 5
20 , 5 , -0.0124588 , -0.0658554 , -0.000205091 , 0.150428 , -0.150135 , -0.146285 , 20 , 5
20 , 5 , -0.01279 , -0.058778 , -0.000305952 , 0.170067 , -0.169344 , -0.165357 , 20 , 5
20 , 5 , -0.0129786 , -0.0514014 , -0.000509157 , 0.190839 , -0.190565 , -0.186188 , 20 , 5
20 , 5 , -0.0130928 , -0.0437001 , -0.000590565 , 0.213018 , -0.212197 , -0.208719 , 20 , 5
20 , 5 , -0.0132366 , -0.0354087 , -0.000879266 , 0.23594 , -0.235451 , -0.229902 , 20 , 5
20 , 5 , -0.013458 , -0.0263328 , -0.000682734 , 0.260699 , -0.2598 , -0.248857 , 20 , 5
20 , 5 , -0.0140372 , -0.0167886 , -0.000114264 , 0.285848 , -0.285125 , -0.26871 , 20 , 5
20 , 5 , -0.0149407 , -0.00726336 , 0.0007688 , 0.312913 , -0.312229 , -0.286161 , 20 , 5
20 , 5 , -0.0160907 , 0.0025904 , 0.00232014 , 0.341169 , -0.339899 , -0.302907 , 20 , 5
20 , 5 , -0.0172129 , 0.0125113 , 0.00417764 , 0.369973 , -0.369035 , -0.317661 , 20 , 5
20 , 5 , -0.0178493 , 0.0221408 , 0.00655301 , 0.401883 , -0.401297 , -0.332043 , 20 , 5
20 , 5 , -0.0178795 , 0.0317121 , 0.00918597 , 0.432153 , -0.432915 , -0.344745 , 20 , 5
20 , 5 , -0.0180179 , 0.0411865 , 0.0123719 , 0.466701 , -0.465803 , -0.35602 , 20 , 5
20 , 5 , -0.0185019 , 0.0500177 , 0.0160692 , 0.500566 , -0.499589 , -0.366514 , 20 , 5
20 , 5 , -0.0189958 , 0.0584558 , 0.0198259 , 0.535389 , -0.534294 , -0.37607 , 20 , 5
20 , 5 , -0.019114 , 0.0665983 , 0.023985 , 0.571579 , -0.567944 , -0.383788 , 20 , 5
