0 , 0 , 0 , 0 , -0.00726871 , -0.27509 , 0.00409204 , 0 , 0 , -0 , -1.95412e-05 , 0 , 0 , 0 , 0 , 0 , 57 , -21 , -95
0 , 0 , 1.60458 , 0.0201098 , -0.00721856 , -0.274887 , 0.00409204 , 1.06972 , -0.523248 , -0.54647 , 0.00050807 , -0.000136788 , -1.95412e-05 , 0.449447 , -0.216162 , -0.127 , 401 , -283 , -477
0 , 0 , 1.81296 , 0.0222209 , -0.00695827 , -0.275611 , 0.00387317 , 1.20864 , -0.59149 , -0.617149 , 0.0204596 , -0.0084027 , -0.009497 , 1.3288 , -0.43896 , -0.615465 , -99 , -145 , -101
0 , 0 , 1.9336 , 0.022422 , -0.00676328 , -0.276431 , 0.00359462 , 1.28907 , -0.631587 , -0.657478 , 0.0457068 , -0.0169813 , -0.022785 , 1.23109 , -0.501267 , -0.713615 , 13 , -167 , -53
0 , 0 , 2.04555 , 0.0221373 , -0.00660152 , -0.27633 , 0.00274816 , 1.3637 , -0.669069 , -0.694632 , 0.0723609 , -0.0270645 , -0.0351545 , 1.48513 , -0.555668 , -0.550454 , -70 , -158 , -259
0 , 0 , 2.14813 , 0.0189181 , -0.00640594 , -0.27508 , 0.00256417 , 1.43209 , -0.70512 , -0.726966 , 0.0995231 , -0.0390237 , -0.0472896 , 1.50467 , -0.661289 , -0.690906 , -133 , -124 , -130
0 , 0 , 2.23977 , 0.0185378 , -0.00642552 , -0.272474 , 0.00244974 , 1.49318 , -0.735887 , -0.757293 , 0.128854 , -0.05153 , -0.0627662 , 1.4265 , -0.617087 , -0.847159 , 76 , -241 , -57
0 , 0 , 2.31888 , 0.0185456 , -0.00635977 , -0.268863 , 0.0018633 , 1.54592 , -0.762254 , -0.783669 , 0.159554 , -0.0640168 , -0.0775589 , 1.56329 , -0.688873 , -0.731877 , 51 , -184 , -235
0 , 0 , 2.38706 , 0.0161963 , -0.00636207 , -0.264341 , 0.0018633 , 1.59138 , -0.786337 , -0.805039 , 0.190683 , -0.0779692 , -0.0920975 , 1.62192 , -0.77698 , -0.835089 , -15 , -151 , -84
0 , 0 , 2.44476 , 0.0164317 , -0.00634861 , -0.258589 , 0.00179927 , 1.62984 , -0.805432 , -0.824407 , 0.222339 , -0.0922538 , -0.10947 , 1.73916 , -0.673831 , -0.846548 , -76 , -265 , -165
0 , 0 , 2.48998 , 0.016455 , -0.00608571 , -0.251704 , 0.00169032 , 1.65998 , -0.820492 , -0.839493 , 0.25509 , -0.106695 , -0.124594 , 1.70008 , -0.775439 , -0.783736 , -3 , -163 , -197
