0 , 0 , 0.00796531 , -0.0318684 , 0 , 0 , 0 , -0 , -1.95412e-05 , 0 , 0 , 0 , 0 , 0 , -43 , 9 , 21
0.0799947 , 0 , 0.0078094 , -0.0320906 , 0 , 0.0533298 , -0.0266649 , -0.0266649 , 0.000547152 , -5.86235e-05 , -5.86235e-05 , 0.0195412 , -0.00268834 , -0.00282192 , -9 , -52 , -57
0.159957 , 0 , 0.00762659 , -0.0323415 , 0 , 0.106638 , -0.0533191 , -0.0533191 , 0.00201274 , -0.000429905 , -0.000234494 , 0.0781646 , 0 , -0.00851228 , 17 , -69 , -78
0.239856 , 0 , 0.00739746 , -0.032613 , 0 , 0.159904 , -0.079952 , -0.079952 , 0.00451401 , -0.00128972 , -0.000644858 , 0.117247 , -0.0474598 , -0.0198584 , 53 , -68 , -96
0.319659 , 0 , 0.0070936 , -0.0328742 , 8.49898e-05 , 0.213106 , -0.106553 , -0.106553 , 0.00787509 , -0.00244264 , -0.00130926 , 0.17587 , -0.0647337 , -0.0372062 , 129 , -88 , -96
0.399334 , 0 , 0.00678193 , -0.0330271 , 0.000225024 , 0.266222 , -0.133111 , -0.133111 , 0.0122328 , -0.00404502 , -0.00255989 , 0.254035 , -0.113129 , -0.0679289 , 56 , -35 , -81
0.478849 , 0 , 0.00663948 , -0.0330153 , 0.000357719 , 0.319233 , -0.159616 , -0.159616 , 0.018056 , -0.00623363 , -0.0044163 , 0.273576 , -0.121777 , -0.108441 , 51 , -49 , -123
0.558172 , 0 , 0.00663947 , -0.0327312 , 0.000481113 , 0.372115 , -0.186057 , -0.186057 , 0.0252276 , -0.00914526 , -0.00687849 , 0.371282 , -0.14482 , -0.136651 , 1 , -81 , -100
0.637273 , 0 , 0.00662697 , -0.0320485 , 0.000556758 , 0.424849 , -0.212424 , -0.212424 , 0.0336694 , -0.0126822 , -0.00965333 , 0.468988 , -0.158957 , -0.150935 , -50 , -97 , -124
0.716118 , 0 , 0.00648975 , -0.0310508 , 0.000633827 , 0.477412 , -0.238706 , -0.238706 , 0.043225 , -0.0167859 , -0.0130535 , 0.468988 , -0.227047 , -0.196987 , -51 , -47 , -134
0.794677 , 0 , 0.00621402 , -0.0298755 , 0.000744654 , 0.529785 , -0.264892 , -0.264892 , 0.0533474 , -0.0218079 , -0.0174893 , 0.50807 , -0.260084 , -0.201455 , 62 , -64 , -123
0.872918 , 0 , 0.00600805 , -0.0284882 , 0.000871002 , 0.581946 , -0.290973 , -0.290973 , 0.0645835 , -0.0273772 , -0.0228241 , 0.605776 , -0.275227 , -0.263002 , 37 , -91 , -99
0.950811 , 0 , 0.00606129 , -0.0268795 , 0.000871002 , 0.633874 , -0.316937 , -0.316937 , 0.0773048 , -0.0331418 , -0.0290186 , 0.644858 , -0.270528 , -0.322105 , 42 , -104 , -76
1.02832 , 0 , 0.00640967 , -0.0250898 , 0.000727562 , 0.685548 , -0.342774 , -0.342774 , 0.0907882 , -0.0394145 , -0.0361707 , 0.664399 , -0.345656 , -0.368467 , 13 , -58 , -73
1.10542 , 0 , 0.00670149 , -0.0229503 , 0.000562826 , 0.736948 , -0.368474 , -0.368474 , 0.105151 , -0.0460976 , -0.043186 , 0.703482 , -0.334606 , -0.361425 , 45 , -112 , -140
1.18208 , 0 , 0.00648833 , -0.0204805 , 0.000460195 , 0.788054 , -0.394027 , -0.394027 , 0.120843 , -0.0533083 , -0.0502599 , 0.801187 , -0.370564 , -0.330644 , -10 , -110 , -96
1.25827 , 0 , 0.00574622 , -0.0179502 , 0.000460195 , 0.838844 , -0.419422 , -0.419422 , 0.136436 , -0.0608316 , -0.0574119 , 0.84027 , -0.419336 , -0.344842 , 68 , -74 , -99
1.33395 , 0 , 0.00494307 , -0.0152518 , 0.000542638 , 0.889299 , -0.444649 , -0.444649 , 0.153984 , -0.069332 , -0.06601 , 0.898893 , -0.432007 , -0.442107 , 20 , -75 , -126
1.4091 , 0 , 0.00466935 , -0.012138 , 0.000617148 , 0.939398 , -0.469699 , -0.469699 , 0.172568 , -0.0784187 , -0.0756243 , 0.898893 , -0.485695 , -0.489753 , 49 , -39 , -61
1.48368 , 0 , 0.0049323 , -0.00867172 , 0.000617148 , 0.989121 , -0.494561 , -0.494561 , 0.19293 , -0.088326 , -0.0855512 , 0.957517 , -0.490571 , -0.476225 , 30 , -106 , -118
1.55767 , 0 , 0.00524098 , -0.00515366 , 0.000617148 , 1.03845 , -0.519224 , -0.519224 , 0.214503 , -0.0984679 , -0.095693 , 1.05522 , -0.510656 , -0.52577 , 15 , -78 , -79
1.63104 , 0 , 0.00530294 , -0.00157939 , 0.000461626 , 1.08736 , -0.543681 , -0.543681 , 0.235999 , -0.108903 , -0.106265 , 1.17247 , -0.509325 , -0.531972 , -22 , -101 , -110
1.70376 , 0 , 0.0049845 , 0.00219022 , 0.000298794 , 1.13584 , -0.567919 , -0.567919 , 0.257455 , -0.118967 , -0.117286 , 1.0943 , -0.560453 , -0.539066 , 63 , -69 , -102
1.77579 , 0 , 0.0044076 , 0.00617521 , 8.81114e-05 , 1.18386 , -0.591931 , -0.591931 , 0.280885 , -0.13034 , -0.128581 , 1.21155 , -0.555406 , -0.551747 , 34 , -97 , -161
1.84712 , 0 , 0.00392171 , 0.0104325 , 8.81114e-05 , 1.23141 , -0.615706 , -0.615706 , 0.306386 , -0.143217 , -0.14056 , 1.23109 , -0.63514 , -0.604054 , 11 , -62 , -111
1.9177 , 0 , 0.00375232 , 0.0148823 , 8.81114e-05 , 1.27847 , -0.639234 , -0.639234 , 0.331907 , -0.155743 , -0.153437 , 1.27018 , -0.603118 , -0.684451 , 49 , -228 , -64
1.98752 , 0 , 0.00385315 , 0.0194895 , -0.000159909 , 1.32501 , -0.662507 , -0.662507 , 0.358209 , -0.168445 , -0.166432 , 1.30926 , -0.654276 , -0.596067 , -13 , -126 , -132
2.05654 , 0 , 0.00392826 , 0.0240718 , -0.000292227 , 1.37103 , -0.685515 , -0.685515 , 0.385449 , -0.181928 , -0.179466 , 1.3288 , -0.686054 , -0.701235 , -3 , -78 , -111
2.12474 , 0 , 0.00393478 , 0.0287111 , -0.00042211 , 1.4165 , -0.708248 , -0.708248 , 0.413628 , -0.195627 , -0.193536 , 1.4265 , -0.654276 , -0.744897 , 0 , -161 , -85
2.1921 , 0 , 0.00383008 , 0.033655 , -0.000677855 , 1.4614 , -0.730699 , -0.730699 , 0.442764 , -0.20952 , -0.207625 , 1.40696 , -0.688473 , -0.742535 , 48 , -113 , 4
