0 , 0 , -0.0264884 , -0.031076 , 0 , 0 , 0 , -0 , 0 , 0 , 0 , -21 , 45 , 0
0.0399973 , 0 , -0.0262615 , -0.0312223 , 0 , 0.0266649 , -0.0133324 , -0.0133324 , 0.0195412 , 0 , 0 , -28 , 33 , -17
0.0799787 , 0 , -0.0260846 , -0.03139 , 0 , 0.0533191 , -0.0266596 , -0.0266596 , 0.0390823 , -0.0122395 , -0.00251182 , -8 , 27 , -32
0.119928 , 0 , -0.026013 , -0.0315473 , 0 , 0.079952 , -0.039976 , -0.039976 , 0.0586235 , -0.0134524 , -0.0171892 , 27 , -3 , -52
0.159829 , 0 , -0.0259568 , -0.0316595 , 0 , 0.106553 , -0.0532765 , -0.0532765 , 0.0586235 , -0.0239744 , -0.0191869 , 70 , -14 , -49
0.199667 , 0 , -0.0259012 , -0.031763 , 6.06769e-05 , 0.133111 , -0.0665556 , -0.0665556 , 0.0586235 , -0.0519241 , -0.0246352 , 99 , -11 , -96
0.239424 , 0 , -0.0258815 , -0.0318304 , 0.000198458 , 0.159616 , -0.0798081 , -0.0798081 , 0.0977058 , -0.0623387 , -0.0293058 , 124 , -3 , -80
0.279086 , 0 , -0.0257998 , -0.031731 , 0.00035447 , 0.186057 , -0.0930287 , -0.0930287 , 0.136788 , -0.0538217 , -0.047003 , 148 , -92 , -64
0.318636 , 0 , -0.0255337 , -0.0314811 , 0.000426951 , 0.212424 , -0.106212 , -0.106212 , 0.195412 , -0.0503199 , -0.062365 , 148 , -62 , -80
0.358059 , 0 , -0.0251364 , -0.0311377 , 0.000426951 , 0.238706 , -0.119353 , -0.119353 , 0.254035 , -0.0508351 , -0.0925819 , 97 , -69 , -86
0.397339 , 0 , -0.0248142 , -0.0306781 , 0.000360934 , 0.264892 , -0.132446 , -0.132446 , 0.3322 , -0.0596241 , -0.0772367 , 33 , -76 , -101
0.436459 , 0 , -0.0245865 , -0.0301835 , 0.000212393 , 0.290973 , -0.145486 , -0.145486 , 0.410364 , -0.0610279 , -0.094829 , -131 , -107 , -149
0.475405 , 0 , -0.0244724 , -0.0297384 , 0.000145365 , 0.316937 , -0.158468 , -0.158468 , 0.351741 , -0.0705958 , -0.117106 , 0 , -92 , -104
0.514161 , 0 , -0.0244886 , -0.0292172 , 0.000145365 , 0.342774 , -0.171387 , -0.171387 , 0.3322 , -0.0927585 , -0.149396 , 107 , -74 , -103
0.552711 , 0 , -0.0244139 , -0.0285428 , -3.65442e-06 , 0.368474 , -0.184237 , -0.184237 , 0.273576 , -0.0768324 , -0.167879 , 178 , -120 , -105
0.59104 , 0 , -0.0241446 , -0.0277396 , -0.000179591 , 0.394027 , -0.197013 , -0.197013 , 0.371282 , -0.0903838 , -0.18646 , 48 , -162 , -115
0.629133 , 0 , -0.02374 , -0.0268082 , -0.000470202 , 0.419422 , -0.209711 , -0.209711 , 0.488529 , -0.143193 , -0.207442 , 36 , -127 , -91
0.666974 , 0 , -0.0234416 , -0.0257342 , -0.000631089 , 0.444649 , -0.222325 , -0.222325 , 0.566693 , -0.129411 , -0.217931 , -81 , -174 , -142
0.704548 , 0 , -0.02336 , -0.0245093 , -0.000907762 , 0.469699 , -0.234849 , -0.234849 , 0.410364 , -0.196195 , -0.281302 , 92 , -154 , -13
0.741841 , 0 , -0.0234091 , -0.0230578 , -0.00112062 , 0.494561 , -0.24728 , -0.24728 , 0.410364 , -0.236004 , -0.264068 , 146 , -102 , -84
0.778837 , 0 , -0.023598 , -0.0213495 , -0.00112062 , 0.519224 , -0.259612 , -0.259612 , 0.586235 , -0.315349 , -0.263593 , -20 , 9 , -49
0.815521 , 0 , -0.0239656 , -0.0193483 , -0.000835227 , 0.543681 , -0.27184 , -0.27184 , 0.664399 , -0.338471 , -0.228018 , -112 , -40 , -136
0.851879 , 0 , -0.0243969 , -0.0170789 , -0.000432264 , 0.567919 , -0.28396 , -0.28396 , 0.50807 , -0.280494 , -0.265623 , 171 , -86 , -100
0.887896 , 0 , -0.0244477 , -0.0147779 , -0.000206207 , 0.591931 , -0.295965 , -0.295965 , 0.586235 , -0.22775 , -0.305331 , 136 , -157 , -103
0.923558 , 0 , -0.0237288 , -0.0124553 , -0.000206207 , 0.615706 , -0.307853 , -0.307853 , 0.68394 , -0.233001 , -0.309522 , -127 , -222 , -132
0.958851 , 0 , -0.0226116 , -0.0101888 , -0.000455792 , 0.639234 , -0.319617 , -0.319617 , 0.605776 , -0.251385 , -0.367313 , 20 , -126 , -71
0.99376 , 0 , -0.0219852 , -0.00809565 , -0.00088373 , 0.662507 , -0.331253 , -0.331253 , 0.566693 , -0.320521 , -0.318605 , 95 , -116 , -85
1.02827 , 0 , -0.0223053 , -0.00610881 , -0.00100612 , 0.685515 , -0.342757 , -0.342757 , 0.781646 , -0.410815 , -0.337886 , -111 , -52 , -75
1.06237 , 0 , -0.0233967 , -0.00403744 , -0.00078979 , 0.708248 , -0.354124 , -0.354124 , 0.723023 , -0.415767 , -0.324962 , 44 , -19 , -92
1.09605 , 0 , -0.0243543 , -0.00156359 , -0.000385066 , 0.730699 , -0.365349 , -0.365349 , 0.723023 , -0.323529 , -0.307895 , 124 , -130 , -141
1.12928 , 0 , -0.0241032 , 0.00128837 , -0.000217748 , 0.752857 , -0.376428 , -0.376428 , 0.820728 , -0.288785 , -0.365027 , -50 , -206 , -96
1.16207 , 0 , -0.0226522 , 0.00435301 , -0.000367395 , 0.774714 , -0.387357 , -0.387357 , 0.664399 , -0.34874 , -0.416655 , 258 , -143 , -63
1.19439 , 0 , -0.0212289 , 0.00738888 , -0.000752974 , 0.796261 , -0.39813 , -0.39813 , 0.859811 , -0.409381 , -0.359212 , -3 , -77 , -152
1.22623 , 0 , -0.0210568 , 0.0103647 , -0.00096348 , 0.817489 , -0.408745 , -0.408745 , 0.801187 , -0.483293 , -0.337109 , 66 , -3 , -161
1.25759 , 0 , -0.0222796 , 0.0134013 , -0.000863841 , 0.838391 , -0.419195 , -0.419195 , 0.762105 , -0.408241 , -0.383913 , 143 , -127 , -131
1.28844 , 0 , -0.0237285 , 0.0162885 , -0.000623489 , 0.858957 , -0.429478 , -0.429478 , 0.977058 , -0.367775 , -0.417544 , -117 , -174 , -113
1.31877 , 0 , -0.023996 , 0.0191611 , -0.000550945 , 0.87918 , -0.43959 , -0.43959 , 0.762105 , -0.418439 , -0.4616 , 133 , -135 , -93
1.34858 , 0 , -0.022991 , 0.0221851 , -0.000660511 , 0.899051 , -0.449525 , -0.449525 , 0.996599 , -0.478558 , -0.449909 , -116 , -86 , -131
1.37784 , 0 , -0.0218827 , 0.0252962 , -0.000783001 , 0.918562 , -0.459281 , -0.459281 , 0.84027 , -0.547369 , -0.430738 , 144 , -26 , -78
1.40656 , 0 , -0.0218012 , 0.0286406 , -0.000871562 , 0.937706 , -0.468853 , -0.468853 , 0.996599 , -0.418737 , -0.447507 , -98 , -119 , -76
1.43471 , 0 , -0.0226042 , 0.0321962 , -0.00110824 , 0.956475 , -0.478237 , -0.478237 , 0.879352 , -0.368701 , -0.459072 , 145 , -215 , -161
1.46229 , 0 , -0.0232144 , 0.0357292 , -0.00127407 , 0.974861 , -0.487431 , -0.487431 , 0.996599 , -0.491806 , -0.477389 , -51 , -113 , -77
1.48929 , 0 , -0.0231295 , 0.0393053 , -0.00114195 , 0.992857 , -0.496429 , -0.496429 , 0.937975 , -0.550971 , -0.433283 , 56 , -63 , -151
1.51569 , 0 , -0.0227813 , 0.0429764 , -0.000873668 , 1.01046 , -0.505228 , -0.505228 , 1.03568 , -0.526476 , -0.494294 , 15 , -74 , -102
1.54148 , 0 , -0.0224741 , 0.0465971 , -0.000952558 , 1.02765 , -0.513826 , -0.513826 , 0.977058 , -0.467676 , -0.533911 , 118 , -163 , -118
