0 , 0 , 0 , 0.00651753 , -0.0867909 , -0.00438006 , -1.95412e-05 , 0 , -0.00986828
0.02 , 0 , 0 , 0.00653994 , -0.0868411 , -0.00438006 , 0 , 0 , -0.00986828
0.04 , 0 , 0 , 0.00655397 , -0.0868511 , -0.00438006 , 0 , 0 , -0.00986828
0.06 , 0 , 0 , 0.00658731 , -0.0868562 , -0.00438006 , 0 , 0 , -0.00986828
0.08 , 0 , 0 , 0.00666205 , -0.0868803 , -0.00438006 , 0 , 0 , -0.00986828
0.1 , 0 , 0 , 0.00672179 , -0.0868981 , -0.00438006 , 0 , 0 , -0.00984874
0.12 , 0 , 0 , 0.00671774 , -0.0869288 , -0.00438006 , -1.95412e-05 , 0 , -0.00984874
0.14 , 0 , 0 , 0.00669033 , -0.0869473 , -0.00438006 , 0 , 0 , -0.00984874
0.16 , 0 , 0 , 0.00671419 , -0.0869659 , -0.00438006 , 0 , 0 , -0.00984874
0.18 , 0 , 0 , 0.00677142 , -0.0869985 , -0.00438006 , 0 , 0 , -0.0098292
0.2 , 0 , 0 , 0.00680528 , -0.0870268 , -0.00438006 , 1.95412e-05 , 0 , -0.0098292
0.22 , 0 , 0 , 0.00681169 , -0.0870543 , -0.00438006 , 1.95412e-05 , 0 , -0.0098292
0.24 , 0 , 0 , 0.00683137 , -0.0870878 , -0.00438006 , 0 , 0 , -0.0098292
0.26 , 0 , 0 , 0.00687977 , -0.0871362 , -0.00438006 , 0 , 0 , -0.0098292
0.28 , 0 , 0 , 0.00690349 , -0.0871714 , -0.00438006 , 0 , 0 , -0.00980966
0.3 , 0 , 0 , 0.00689384 , -0.0871904 , -0.00438006 , 0 , 0 , -0.00980966
0.32 , 0 , 0 , 0.00690418 , -0.0872206 , -0.00438006 , 0 , 0 , -0.00980966
0.34 , 0 , 0 , 0.00693228 , -0.0872307 , -0.00438006 , 0 , 0 , -0.00979012
0.36 , 0 , 0 , 0.00695641 , -0.0872373 , -0.00438006 , 0 , 0 , -0.00979012
0.38 , 0 , 0 , 0.00698535 , -0.0872474 , -0.00438006 , 1.95412e-05 , 0 , -0.00979012
0.4 , 0 , 0 , 0.00703289 , -0.0872707 , -0.00438006 , 0 , 0 , -0.00977058
0.42 , 0 , 0 , 0.00709639 , -0.0873264 , -0.00438006 , 0 , 0 , -0.00977058
0.44 , 0 , 0 , 0.00712562 , -0.0873851 , -0.00438006 , 0 , 0 , -0.00977058
0.46 , 0 , 0 , 0.00710824 , -0.0874324 , -0.00438006 , 1.95412e-05 , 0 , -0.00977058
0.48 , 0 , 0 , 0.00708992 , -0.0874485 , -0.00438006 , 0 , 0 , -0.00975104
0.5 , 0 , 0 , 0.00711177 , -0.0874772 , -0.00438006 , 0 , 0 , -0.00975104
0.52 , 0 , 0 , 0.00715969 , -0.0875097 , -0.00438006 , 0 , 0 , -0.00975104
0.54 , 0 , 0 , 0.00719935 , -0.0875086 , -0.00438006 , -1.95412e-05 , 0 , -0.00975104
0.56 , 0 , 0 , 0.00720724 , -0.0875386 , -0.00438006 , 0 , 0 , -0.00975104
0.58 , 0 , 0 , 0.00718263 , -0.0876004 , -0.00438006 , 0 , 0 , -0.0097315
0.6 , 0 , 0 , 0.0071821 , -0.0876063 , -0.00438006 , 0 , 0 , -0.0097315
0.62 , 0 , 0 , 0.00720381 , -0.0876147 , -0.00438006 , 0 , 0 , -0.0097315
0.64 , 0 , 0 , 0.0072047 , -0.0876296 , -0.00438006 , 0 , 0 , -0.0097315
0.66 , 0 , 0 , 0.00721443 , -0.0876761 , -0.00438006 , 0 , 0 , -0.0097315
0.68 , 0 , 0 , 0.00723893 , -0.0877232 , -0.00438006 , 0 , 0 , -0.00971195
0.7 , 0 , 0 , 0.00726459 , -0.0877491 , -0.00438006 , 0 , 0 , -0.00971195
0.72 , 0 , 0 , 0.00729889 , -0.0877857 , -0.00438006 , 0 , 0 , -0.00971195
0.74 , 0 , 0 , 0.00732071 , -0.0877622 , -0.00438006 , 0 , 0 , -0.00971195
