06 , 0 , 0.00795005 , -0.205528 , -0.0766762 , 0 , 0 , 0 , 6 , 0
0.0230 , 0 , 0.00799168 , -0.205622 , -0.0766762 , 0.000195412 , -0.0003322 , -0.000234494 , 30 , 0
0.04-22 , 0 , 0.00799763 , -0.205815 , -0.0766762 , 0.00170008 , -0.00170008 , -0.00140696 , -22 , 0
0.0639 , 0 , 0.00798662 , -0.205866 , -0.0765168 , 0.00312659 , -0.00289209 , -0.00295071 , 39 , 0
0.0828 , 0 , 0.00828295 , -0.205758 , -0.0765168 , 0.0044163 , -0.00443584 , -0.0043186 , 28 , 0
0.1-15 , 0 , 0.00869924 , -0.205601 , -0.076612 , 0.00711298 , -0.00715206 , -0.00687849 , -15 , 0
0.1233 , 0 , 0.00880653 , -0.205255 , -0.0767883 , 0.00967287 , -0.00971195 , -0.00963379 , 33 , 0
0.14-1 , 0 , 0.0086123 , -0.204588 , -0.0769759 , 0.0123109 , -0.0125259 , -0.0122914 , -1 , 0
0.16-34 , 0 , 0.00833659 , -0.203689 , -0.0770893 , 0.0149099 , -0.0149881 , -0.0150467 , -34 , 0
0.18-30 , 0 , 0.00823724 , -0.202765 , -0.077223 , 0.0163169 , -0.0161996 , -0.0167468 , -30 , 0
0.2-17 , 0 , 0.00829652 , -0.2018 , -0.0773302 , 0.016395 , -0.0163169 , -0.0171376 , -17 , 0
0.22-9 , 0 , 0.00836773 , -0.201248 , -0.0773964 , 0.0151835 , -0.0153789 , -0.0165514 , -9 , 0
0.24-8 , 0 , 0.00830625 , -0.201213 , -0.077458 , 0.0128385 , -0.0129949 , -0.0145582 , -8 , 0
0.2621 , 0 , 0.00814923 , -0.201642 , -0.077458 , 0.00930159 , -0.0097315 , -0.0112362 , 21 , 0
0.28-8 , 0 , 0.00788065 , -0.202768 , -0.0772727 , 0.00582326 , -0.00615546 , -0.00769922 , -8 , 0
0.3-9 , 0 , 0.00783705 , -0.204483 , -0.0770402 , 0.00230586 , -0.00261852 , -0.00445538 , -9 , 0
0.3220 , 0 , 0.00825006 , -0.206457 , -0.0768948 , -0.00230586 , 0.00212999 , -7.81646e-05 , 20 , 0
0.34-13 , 0 , 0.00892883 , -0.208407 , -0.0767602 , -0.00723023 , 0.00644858 , 0.00455309 , -13 , 0
0.36-15 , 0 , 0.00942153 , -0.210188 , -0.0765285 , -0.0117052 , 0.0113143 , 0.00891077 , -15 , 0
0.38-30 , 0 , 0.00933542 , -0.211648 , -0.0762649 , -0.0174503 , 0.0172548 , 0.0143041 , -30 , 0
0.4-32 , 0 , 0.00878561 , -0.21287 , -0.0757009 , -0.0242701 , 0.0244851 , 0.0211435 , -32 , 0
0.4240 , 0 , 0.00799288 , -0.214057 , -0.0746649 , -0.0324188 , 0.0328682 , 0.0293313 , 40 , 0
0.44-16 , 0 , 0.00708796 , -0.215375 , -0.073185 , -0.0408801 , 0.0408996 , 0.0377144 , -16 , 0
0.4620 , 0 , 0.00642605 , -0.216878 , -0.0714558 , -0.0491851 , 0.0492242 , 0.0456872 , 20 , 0
0.484 , 0 , 0.00625604 , -0.218521 , -0.0696369 , -0.0575292 , 0.057451 , 0.0537577 , 4 , 0
0.5-5 , 0 , 0.00654698 , -0.220098 , -0.0678454 , -0.0641341 , 0.0645444 , 0.0611443 , -5 , 0
0.5240 , 0 , 0.00716692 , -0.22156 , -0.0663057 , -0.0708367 , 0.0717942 , 0.0677883 , 40 , 0
0.549 , 0 , 0.007759 , -0.222692 , -0.06498 , -0.077852 , 0.0787704 , 0.0752725 , 9 , 0
0.56-3 , 0 , 0.00800181 , -0.223543 , -0.0636271 , -0.0839879 , 0.0844764 , 0.0806073 , -3 , 0
0.58-3 , 0 , 0.00780194 , -0.224377 , -0.0623936 , -0.0896744 , 0.0904951 , 0.0860983 , -3 , 0
0.6-8 , 0 , 0.00741968 , -0.224946 , -0.06099 , -0.0970609 , 0.0961034 , 0.0924688 , -8 , 0
0.62-22 , 0 , 0.00715626 , -0.225539 , -0.0594807 , -0.104682 , 0.102044 , 0.0986438 , -22 , 0
0.64-13 , 0 , 0.00696957 , -0.22612 , -0.0578835 , -0.114257 , 0.109176 , 0.106206 , -13 , 0
0.6626 , 0 , 0.00673886 , -0.226689 , -0.0561492 , -0.124673 , 0.117521 , 0.115039 , 26 , 0
0.68-8 , 0 , 0.00636963 , -0.227592 , -0.0542689 , -0.136436 , 0.125513 , 0.123891 , -8 , 0
0.7-10 , 0 , 0.00582656 , -0.228665 , -0.0523141 , -0.145953 , 0.13372 , 0.132255 , -10 , 0
0.72-30 , 0 , 0.00534767 , -0.229792 , -0.050343 , -0.157951 , 0.143764 , 0.141869 , -30 , 0
0.74-15 , 0 , 0.00522859 , -0.23108 , -0.0483075 , -0.171767 , 0.154043 , 0.153203 , -15 , 0
0.76-36 , 0 , 0.00519077 , -0.232547 , -0.045989 , -0.185836 , 0.16651 , 0.165396 , -36 , 0
0.78-24 , 0 , 0.00476522 , -0.234111 , -0.0435382 , -0.200864 , 0.178919 , 0.178372 , -24 , 0
0.811 , 0 , 0.00402413 , -0.235741 , -0.0408606 , -0.217532 , 0.193262 , 0.19336 , 11 , 0
0.82-13 , 0 , 0.00311109 , -0.237424 , -0.0377218 , -0.23422 , 0.207898 , 0.208113 , -13 , 0
0.8423 , 0 , 0.0023102 , -0.239073 , -0.0344655 , -0.251338 , 0.22232 , 0.222515 , 23 , 0
0.86-38 , 0 , 0.00194264 , -0.240555 , -0.0311088 , -0.267812 , 0.236428 , 0.237796 , -38 , 0
0.88-17 , 0 , 0.00212994 , -0.242042 , -0.0278089 , -0.283874 , 0.250694 , 0.2521 , -17 , 0
0.9-9 , 0 , 0.00269539 , -0.243523 , -0.0248637 , -0.302282 , 0.266248 , 0.267929 , -9 , 0
0.9210 , 0 , 0.00326975 , -0.244978 , -0.0221097 , -0.32028 , 0.281686 , 0.284187 , 10 , 0
0.94-38 , 0 , 0.00379722 , -0.246467 , -0.0197408 , -0.340387 , 0.295755 , 0.298726 , -38 , 0
0.9634 , 0 , 0.00429948 , -0.247919 , -0.0177619 , -0.358248 , 0.310235 , 0.313811 , 34 , 0
0.9835 , 0 , 0.00506906 , -0.24933 , -0.0163317 , -0.378297 , 0.324442 , 0.329171 , 35 , 0
1-11 , 0 , 0.00619046 , -0.250895 , -0.0153787 , -0.394985 , 0.337359 , 0.34197 , -11 , 0
1.02-39 , 0 , 0.0074481 , -0.252676 , -0.0151681 , -0.414273 , 0.349318 , 0.355493 , -39 , 0
1.04-30 , 0 , 0.00870292 , -0.255039 , -0.0154597 , -0.432544 , 0.361179 , 0.367589 , -30 , 0
1.0613 , 0 , 0.00957271 , -0.258272 , -0.0161905 , -0.453413 , 0.374213 , 0.380584 , 13 , 0
1.0822 , 0 , 0.00992549 , -0.262412 , -0.0170894 , -0.473052 , 0.38797 , 0.394575 , 22 , 0
1.114 , 0 , 0.00974388 , -0.267175 , -0.0179003 , -0.492359 , 0.399773 , 0.406964 , 14 , 0
1.12-17 , 0 , 0.00919507 , -0.272085 , -0.0184332 , -0.509653 , 0.409563 , 0.417888 , -17 , 0
1.1437 , 0 , 0.00840619 , -0.276668 , -0.0184997 , -0.527201 , 0.420975 , 0.429163 , 37 , 0
1.16-18 , 0 , 0.00752688 , -0.280691 , -0.0181693 , -0.545296 , 0.431606 , 0.440497 , -18 , 0
1.1836 , 0 , 0.00677949 , -0.284222 , -0.0174703 , -0.562336 , 0.442373 , 0.451283 , 36 , 0
1.2-7 , 0 , 0.00627901 , -0.287373 , -0.0166803 , -0.580978 , 0.452827 , 0.462227 , -7 , 0
1.2214 , 0 , 0.00617524 , -0.290695 , -0.0158921 , -0.596533 , 0.462187 , 0.472798 , 14 , 0
1.24-26 , 0 , 0.00647738 , -0.294352 , -0.0152986 , -0.6124 , 0.470453 , 0.481533 , -26 , 0
1.2620 , 0 , 0.00720967 , -0.298435 , -0.0151165 , -0.627252 , 0.478934 , 0.489995 , 20 , 0
1.2816 , 0 , 0.00816302 , -0.302636 , -0.0152358 , -0.642279 , 0.486927 , 0.498593 , 16 , 0
1.322 , 0 , 0.00896796 , -0.306574 , -0.0156174 , -0.657032 , 0.494059 , 0.506507 , 22 , 0
1.32-15 , 0 , 0.00937985 , -0.310047 , -0.0162036 , -0.669304 , 0.499921 , 0.513053 , -15 , 0
1.3426 , 0 , 0.00932772 , -0.312949 , -0.0167064 , -0.681869 , 0.506018 , 0.519423 , 26 , 0
1.36-18 , 0 , 0.00889744 , -0.315523 , -0.0170456 , -0.695431 , 0.5119 , 0.525149 , -18 , 0
1.38-11 , 0 , 0.00819092 , -0.318071 , -0.0170456 , -0.70782 , 0.517919 , 0.53107 , -11 , 0
1.4-22 , 0 , 0.00745083 , -0.320779 , -0.016828 , -0.721557 , 0.523879 , 0.536796 , -22 , 0
1.42-31 , 0 , 0.00693312 , -0.323794 , -0.016423 , -0.735529 , 0.529995 , 0.542775 , -31 , 0
1.4432 , 0 , 0.00671029 , -0.327141 , -0.015937 , -0.749638 , 0.537245 , 0.549771 , 32 , 0
1.46-40 , 0 , 0.00679646 , -0.330701 , -0.0155035 , -0.764196 , 0.54426 , 0.557099 , -40 , 0
1.48-29 , 0 , 0.00715292 , -0.334369 , -0.0151771 , -0.779419 , 0.551197 , 0.564075 , -29 , 0
1.5-25 , 0 , 0.00763429 , -0.338068 , -0.0150835 , -0.794407 , 0.559639 , 0.57195 , -25 , 0
1.527 , 0 , 0.00810381 , -0.341551 , -0.0152207 , -0.812033 , 0.569468 , 0.581037 , 7 , 0
1.5437 , 0 , 0.00845442 , -0.344887 , -0.0155261 , -0.828799 , 0.578965 , 0.590944 , 37 , 0
1.56-7 , 0 , 0.00855032 , -0.348308 , -0.0158247 , -0.844139 , 0.58727 , 0.599562 , -7 , 0
1.581 , 0 , 0.00843436 , -0.351911 , -0.0161528 , -0.859283 , 0.593895 , 0.606616 , 1 , 0
1.6-33 , 0 , 0.00822938 , -0.355868 , -0.0163754 , -0.871731 , 0.599718 , 0.612459 , -33 , 0
1.6238 , 0 , 0.00798592 , -0.359459 , -0.0163754 , -0.885156 , 0.606049 , 0.618106 , 38 , 0
1.642 , 0 , 0.00773896 , -0.36273 , -0.0162075 , -0.899108 , 0.611501 , 0.624203 , 2 , 0
1.66-23 , 0 , 0.0075199 , -0.365858 , -0.0159595 , -0.910383 , 0.616445 , 0.629225 , -23 , 0
1.6810 , 0 , 0.00738082 , -0.368404 , -0.015614 , -0.922538 , 0.621311 , 0.633935 , 10 , 0
1.7-1 , 0 , 0.00739934 , -0.370957 , -0.0153335 , -0.935259 , 0.625942 , 0.638644 , -1 , 0
1.72-34 , 0 , 0.00756473 , -0.373876 , -0.0151389 , -0.945772 , 0.62946 , 0.642259 , -34 , 0
1.7434 , 0 , 0.00785067 , -0.376773 , -0.0150558 , -0.95611 , 0.633133 , 0.645523 , 34 , 0
1.76-5 , 0 , 0.00834204 , -0.379634 , -0.0152175 , -0.967522 , 0.636553 , 0.649079 , -5 , 0
1.78-12 , 0 , 0.00884732 , -0.382409 , -0.015302 , -0.977449 , 0.63882 , 0.651483 , -12 , 0
1.829 , 0 , 0.00903799 , -0.384711 , -0.0155815 , -0.98548 , 0.639992 , 0.652636 , 29 , 0
1.8229 , 0 , 0.00898121 , -0.386605 , -0.0157783 , -0.992515 , 0.639973 , 0.652792 , 29 , 0
1.84-23 , 0 , 0.00876493 , -0.388224 , -0.0159324 , -0.998514 , 0.638761 , 0.651619 , -23 , 0
1.86-22 , 0 , 0.00846683 , -0.389488 , -0.0159324 , -1.00479 , 0.637687 , 0.650427 , -22 , 0
1.8824 , 0 , 0.00819859 , -0.390659 , -0.0158386 , -1.01221 , 0.637784 , 0.650037 , 24 , 0
1.933 , 0 , 0.00795333 , -0.392146 , -0.0156429 , -1.01985 , 0.63755 , 0.649861 , 33 , 0
1.92-24 , 0 , 0.00780886 , -0.393714 , -0.0154562 , -1.02562 , 0.636241 , 0.648942 , -24 , 0
1.94-31 , 0 , 0.00782814 , -0.395147 , -0.0153012 , -1.03152 , 0.635205 , 0.647359 , -31 , 0
1.9635 , 0 , 0.0079676 , -0.396506 , -0.0151861 , -1.03838 , 0.635263 , 0.647008 , 35 , 0
1.98-2 , 0 , 0.00815132 , -0.398036 , -0.0151861 , -1.04659 , 0.63497 , 0.646812 , -2 , 0
214 , 0 , 0.00833449 , -0.39973 , -0.0151861 , -1.05256 , 0.63372 , 0.645679 , 14 , 0
2.02-12 , 0 , 0.00846622 , -0.401324 , -0.0152976 , -1.0572 , 0.631277 , 0.643275 , -12 , 0
2.047 , 0 , 0.00851076 , -0.402676 , -0.0154301 , -1.06073 , 0.627388 , 0.639641 , 7 , 0
2.066 , 0 , 0.00849108 , -0.403661 , -0.0155248 , -1.06288 , 0.622777 , 0.634892 , 6 , 0
2.084 , 0 , 0.00843621 , -0.404256 , -0.0155248 , -1.06413 , 0.61625 , 0.628795 , 4 , 0
2.135 , 0 , 0.00834508 , -0.404436 , -0.0155248 , -1.06423 , 0.609235 , 0.621311 , 35 , 0
