t: 0 , 45 , 0 , -0.430108 , 0 , 2.12969 , 1.95412e-05 , -2.98991 , -3.90823e-05
t: 0.01 , 45 , 0 , -0.430108 , -3.90823e-05 , 2.12969 , 5.86235e-05 , -2.98991 , -1.95412e-05
t: 0.02 , 45 , 0 , -0.430108 , -0.000449447 , 2.12969 , 0.000488529 , -2.98991 , -0.000273576
t: 0.03 , 45 , 0 , -0.430108 , -0.00150467 , 2.12969 , 0.00158283 , -2.98991 , -0.00130926
t: 0.04 , 45 , 0 , -0.430108 , -0.00326337 , 2.12969 , 0.00330246 , -2.98991 , -0.00297026
t: 0.05 , 45 , 0 , -0.430108 , -0.00560831 , 2.12969 , 0.00553015 , -2.98991 , -0.00527611
t: 0.06 , 45 , 0 , -0.430108 , -0.00848086 , 2.12969 , 0.00836362 , -2.98991 , -0.00893031
t: 0.07 , 45 , 0 , -0.430108 , -0.0117638 , 2.12969 , 0.0119006 , -2.98991 , -0.0123891
t: 0.08 , 45 , 0 , -0.430108 , -0.0157111 , 2.12969 , 0.0160433 , -2.98991 , -0.0169617
t: 0.09 , 45 , 0 , -0.430108 , -0.0201079 , 2.12969 , 0.0207332 , -2.98991 , -0.0223355
t: 0.1 , 45 , 0 , -0.430108 , -0.0249736 , 2.12969 , 0.0259507 , -2.98991 , -0.0277094
t: 0 , 45 , 1 , -0.481693 , -0.0318716 , 2.15509 , 0.0330246 , -2.96372 , -0.0338844
t: 0.01 , 45 , 1 , -0.481693 , -0.0373236 , 2.15509 , 0.0383202 , -2.96372 , -0.0386524
t: 0.02 , 45 , 1 , -0.481693 , -0.0449447 , 2.15509 , 0.0453941 , -2.96372 , -0.0455895
t: 0.03 , 45 , 1 , -0.481693 , -0.0527416 , 2.15509 , 0.0530933 , -2.96372 , -0.0537577
t: 0.04 , 45 , 1 , -0.481693 , -0.0605776 , 2.15509 , 0.0614765 , -2.96372 , -0.0633133
t: 0.05 , 45 , 1 , -0.481693 , -0.0688826 , 2.15509 , 0.0703482 , -2.96372 , -0.0730644
t: 0.06 , 45 , 1 , -0.481693 , -0.0785164 , 2.15509 , 0.079767 , -2.96372 , -0.0810176
t: 0.07 , 45 , 1 , -0.481693 , -0.0892445 , 2.15509 , 0.0909055 , -2.96372 , -0.0913549
t: 0.08 , 45 , 1 , -0.481693 , -0.0996208 , 2.15509 , 0.101692 , -2.96372 , -0.103646
t: 0.09 , 45 , 1 , -0.481693 , -0.111385 , 2.15509 , 0.112987 , -2.96372 , -0.115176
t: 0.1 , 45 , 1 , -0.481693 , -0.123754 , 2.15509 , 0.124966 , -2.96372 , -0.125181
t: 0 , 45 , 2 , -0.533263 , -0.139055 , 2.17971 , 0.14011 , -2.93677 , -0.143393
t: 0.01 , 45 , 2 , -0.533263 , -0.148962 , 2.17971 , 0.150662 , -2.93677 , -0.153535
t: 0.02 , 45 , 2 , -0.533263 , -0.162915 , 2.17971 , 0.164439 , -2.93677 , -0.165103
t: 0.03 , 45 , 2 , -0.533263 , -0.177707 , 2.17971 , 0.178743 , -2.93677 , -0.181479
t: 0.04 , 45 , 2 , -0.533263 , -0.191757 , 2.17971 , 0.193653 , -2.93677 , -0.198167
t: 0.05 , 45 , 2 , -0.533263 , -0.207937 , 2.17971 , 0.209305 , -2.93677 , -0.211416
t: 0.06 , 45 , 2 , -0.533263 , -0.223805 , 2.17971 , 0.225349 , -2.93677 , -0.229315
t: 0.07 , 45 , 2 , -0.533263 , -0.240122 , 2.17971 , 0.242115 , -2.93677 , -0.246043
t: 0.08 , 45 , 2 , -0.533263 , -0.258197 , 2.17971 , 0.261265 , -2.93677 , -0.262379
t: 0.09 , 45 , 2 , -0.533263 , -0.274807 , 2.17971 , 0.277348 , -2.93677 , -0.282155
t: 0.1 , 45 , 2 , -0.533263 , -0.293156 , 2.17971 , 0.295931 , -2.93677 , -0.29898
t: 0 , 45 , 3 , -0.584802 , -0.313753 , 2.20353 , 0.320905 , -2.90905 , -0.325692
t: 0.01 , 45 , 3 , -0.584802 , -0.325771 , 2.20353 , 0.33685 , -2.90905 , -0.338453
t: 0.02 , 45 , 3 , -0.584802 , -0.344022 , 2.20353 , 0.357173 , -2.90905 , -0.360065
t: 0.03 , 45 , 3 , -0.584802 , -0.36028 , 2.20353 , 0.378317 , -2.90905 , -0.380017
t: 0.04 , 45 , 3 , -0.584802 , -0.377144 , 2.20353 , 0.399812 , -2.90905 , -0.402665
t: 0.05 , 45 , 3 , -0.584802 , -0.391702 , 2.20353 , 0.422109 , -2.90905 , -0.424043
t: 0.06 , 45 , 3 , -0.584802 , -0.407218 , 2.20353 , 0.444894 , -2.90905 , -0.447512
t: 0.07 , 45 , 3 , -0.584802 , -0.421425 , 2.20353 , 0.468187 , -2.90905 , -0.473209
t: 0.08 , 45 , 3 , -0.584802 , -0.434419 , 2.20353 , 0.492398 , -2.90905 , -0.494587
t: 0.09 , 45 , 3 , -0.584802 , -0.44843 , 2.20353 , 0.516785 , -2.90905 , -0.522276
t: 0.1 , 45 , 3 , -0.584802 , -0.460663 , 2.20353 , 0.542189 , -2.90905 , -0.544358
t: 0 , 45 , 4 , -0.636294 , -0.47528 , 2.22655 , 0.575858 , -2.88058 , -0.580705
t: 0.01 , 45 , 4 , -0.636294 , -0.484015 , 2.22655 , 0.594149 , -2.88058 , -0.599992
t: 0.02 , 45 , 4 , -0.636294 , -0.496287 , 2.22655 , 0.621428 , -2.88058 , -0.62645
t: 0.03 , 45 , 4 , -0.636294 , -0.508871 , 2.22655 , 0.651756 , -2.88058 , -0.654472
t: 0.04 , 45 , 4 , -0.636294 , -0.519912 , 2.22655 , 0.679798 , -2.88058 , -0.683042
