30 , 0 , -0 , 1.95412e-05 , 1.70653 , 1.95412e-05 , -1.70653 , -1.95412e-05
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.000254035 , -1.70653 , -0.000234494
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.000879352 , -1.70653 , -0.000918434
30 , 0 , -0 , 0 , 1.70653 , 0.00218861 , -1.70653 , -0.0023254
30 , 0 , -0 , 0 , 1.70653 , 0.00414273 , -1.70653 , -0.00439676
30 , 0 , -0 , 0 , 1.70653 , 0.00695665 , -1.70653 , -0.00730839
30 , 0 , -0 , 0 , 1.70653 , 0.0101028 , -1.70653 , -0.0106499
30 , 0 , -0 , 0 , 1.70653 , 0.0138742 , -1.70653 , -0.0144605
30 , 0 , -0 , 0 , 1.70653 , 0.0182124 , -1.70653 , -0.01874
30 , 0 , -0 , 0 , 1.70653 , 0.0231563 , -1.70653 , -0.0236253
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.0288037 , -1.70653 , -0.0292336
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.0349787 , -1.70653 , -0.0356626
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.0417595 , -1.70653 , -0.042717
30 , 0 , -0 , 0 , 1.70653 , 0.0492046 , -1.70653 , -0.050338
30 , 0 , -0 , 0 , 1.70653 , 0.0571774 , -1.70653 , -0.058174
30 , 0 , -0 , 0 , 1.70653 , 0.0656387 , -1.70653 , -0.0665572
30 , 0 , -0 , 0 , 1.70653 , 0.0748426 , -1.70653 , -0.0758783
30 , 0 , -0 , -1.95412e-05 , 1.70653 , 0.085688 , -1.70653 , -0.0871145
30 , 0 , -0 , 0 , 1.70653 , 0.0962011 , -1.70653 , -0.0976081
30 , 0 , -0 , -1.95412e-05 , 1.70653 , 0.107105 , -1.70653 , -0.108395
30 , 0 , -0 , -1.95412e-05 , 1.70653 , 0.118654 , -1.70653 , -0.1201
30 , 0 , -0 , 0 , 1.70653 , 0.131004 , -1.70653 , -0.13288
30 , 0 , -0 , 0 , 1.70653 , 0.143803 , -1.70653 , -0.145386
30 , 0 , -0 , 0 , 1.70653 , 0.157267 , -1.70653 , -0.15885
30 , 0 , -0 , 0 , 1.70653 , 0.171317 , -1.70653 , -0.173428
30 , 0 , -0 , 0 , 1.70653 , 0.185895 , -1.70653 , -0.187654
30 , 0 , -0 , 0 , 1.70653 , 0.201157 , -1.70653 , -0.20313
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.217024 , -1.70653 , -0.219271
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.23338 , -1.70653 , -0.235393
30 , 0 , -0 , 0 , 1.70653 , 0.250498 , -1.70653 , -0.252882
30 , 0 , -0 , 0 , 1.70653 , 0.268085 , -1.70653 , -0.270235
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.286415 , -1.70653 , -0.288896
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.307109 , -1.70653 , -0.309337
30 , 0 , -0 , 1.95412e-05 , 1.70653 , 0.32667 , -1.70653 , -0.329268
30 , 0 , -0 , 0 , 1.70653 , 0.346641 , -1.70653 , -0.349122
30 , 0 , -0 , 0 , 1.70653 , 0.367432 , -1.70653 , -0.370168
30 , 0 , -0 , 0 , 1.70653 , 0.388674 , -1.70653 , -0.391253
30 , 0 , -0 , 0 , 1.70653 , 0.41056 , -1.70653 , -0.413706
30 , 0 , -0 , 0 , 1.70653 , 0.43313 , -1.70653 , -0.43567
30 , 0 , -0 , 0 , 1.70653 , 0.456208 , -1.70653 , -0.459432
30 , 0 , -0 , 0 , 1.70653 , 0.479911 , -1.70653 , -0.482745
