-35 , -35 , -0.00901938 , 0.00533009 , -0.00164897 , -5.86235e-05 , 0 , 1.95412e-05
-35 , -35 , -0.00902683 , 0.00533472 , -0.00164897 , -0.000820729 , -0.00068394 , 0.000488529
-35 , -35 , -0.00935538 , 0.0052519 , -0.00150315 , -0.00201274 , -0.00195412 , 0.00160237
-35 , -35 , -0.0101139 , 0.00506641 , -0.00120567 , -0.00390823 , -0.00367374 , 0.00336108
-35 , -35 , -0.0111737 , 0.00468544 , -0.000767379 , -0.00646812 , -0.00613592 , 0.00562785
-35 , -35 , -0.0125029 , 0.00408592 , -0.000135904 , -0.00926251 , -0.00926251 , 0.00830499
-35 , -35 , -0.0136949 , 0.00353229 , 0.000616542 , -0.0128581 , -0.0124868 , 0.0117442
-35 , -35 , -0.0143735 , 0.00261423 , 0.00149981 , -0.0168445 , -0.0167663 , 0.0154766
-35 , -35 , -0.0146182 , 0.00133735 , 0.00255672 , -0.0215539 , -0.0215148 , 0.0200297
-35 , -35 , -0.014679 , 0.000266541 , 0.00369362 , -0.0269863 , -0.0269668 , 0.0250322
-35 , -35 , -0.0149169 , -0.000849547 , 0.00496628 , -0.0329464 , -0.0324579 , 0.0309337
-35 , -35 , -0.015411 , -0.00219598 , 0.00638997 , -0.0389455 , -0.0390628 , 0.0373627
-35 , -35 , -0.0162415 , -0.00343179 , 0.00797307 , -0.0457458 , -0.046039 , 0.0439285
-35 , -35 , -0.0174642 , -0.00464542 , 0.00971152 , -0.0534255 , -0.0536209 , 0.051276
-35 , -35 , -0.0186314 , -0.00614253 , 0.0115483 , -0.0616914 , -0.0613397 , 0.0592292
-35 , -35 , -0.0195672 , -0.00796119 , 0.013578 , -0.070739 , -0.0701528 , 0.0677687
-35 , -35 , -0.0200801 , -0.00991933 , 0.0157332 , -0.0794739 , -0.079552 , 0.0765232
-35 , -35 , -0.0202259 , -0.0120961 , 0.0180849 , -0.0892249 , -0.0886778 , 0.0863915
-35 , -35 , -0.0205966 , -0.0143282 , 0.020521 , -0.0990737 , -0.09923 , 0.096631
-35 , -35 , -0.0211411 , -0.0164632 , 0.0230668 , -0.11115 , -0.110329 , 0.107379
-35 , -35 , -0.0216075 , -0.0188265 , 0.0257669 , -0.122035 , -0.122015 , 0.119182
-35 , -35 , -0.0222155 , -0.0211966 , 0.0287628 , -0.134912 , -0.134131 , 0.130418
-35 , -35 , -0.0228245 , -0.0237226 , 0.0317192 , -0.147145 , -0.146148 , 0.143022
-35 , -35 , -0.0233248 , -0.0263443 , 0.03488 , -0.160609 , -0.159593 , 0.156388
-35 , -35 , -0.0238264 , -0.0290057 , 0.0382033 , -0.17335 , -0.173584 , 0.169207
-35 , -35 , -0.0243071 , -0.0319707 , 0.0416564 , -0.188142 , -0.187146 , 0.18355
-35 , -35 , -0.024768 , -0.0350356 , 0.0452203 , -0.20231 , -0.202271 , 0.198616
-35 , -35 , -0.0253902 , -0.0382657 , 0.048941 , -0.217747 , -0.217806 , 0.213018
-35 , -35 , -0.0258598 , -0.0416024 , 0.0526116 , -0.234396 , -0.234338 , 0.229101
-35 , -35 , -0.026183 , -0.0450514 , 0.0565432 , -0.25085 , -0.249931 , 0.245945
-35 , -35 , -0.027026 , -0.0486932 , 0.060578 , -0.267343 , -0.26746 , 0.263102
-35 , -35 , -0.0281588 , -0.0524206 , 0.064723 , -0.285457 , -0.285477 , 0.281158
-35 , -35 , -0.0292129 , -0.0563822 , 0.0690224 , -0.303845 , -0.303982 , 0.298139
-35 , -35 , -0.0304142 , -0.0603905 , 0.0734833 , -0.323308 , -0.323152 , 0.317192
-35 , -35 , -0.031573 , -0.0642914 , 0.0781109 , -0.342791 , -0.341482 , 0.336811
-35 , -35 , -0.0323688 , -0.0682559 , 0.0828758 , -0.363485 , -0.361941 , 0.356978
-35 , -35 , -0.0332567 , -0.0722393 , 0.0876968 , -0.382616 , -0.382831 , 0.37777
-35 , -35 , -0.0343045 , -0.0762385 , 0.0927792 , -0.404502 , -0.404307 , 0.399167
-35 , -35 , -0.0354913 , -0.0805221 , 0.0978687 , -0.426271 , -0.426349 , 0.419451
-35 , -35 , -0.0367558 , -0.0852014 , 0.103086 , -0.449017 , -0.447532 , 0.44206
-35 , -35 , -0.0379068 , -0.0897366 , 0.108455 , -0.470434 , -0.470571 , 0.46334
-35 , -35 , -0.0390682 , -0.0940541 , 0.113918 , -0.49402 , -0.493082 , 0.48722
-35 , -35 , -0.0400962 , -0.0989578 , 0.119407 , -0.518603 , -0.513698 , 0.511275
-35 , -35 , -0.0410192 , -0.104362 , 0.124974 , -0.541329 , -0.535213 , 0.534353
-35 , -35 , -0.0418572 , -0.110008 , 0.130579 , -0.567026 , -0.554754 , 0.559639
-35 , -35 , -0.0424704 , -0.11594 , 0.136098 , -0.592937 , -0.57492 , 0.583655
-35 , -35 , -0.0430432 , -0.122179 , 0.141576 , -0.617403 , -0.594755 , 0.610348
-35 , -35 , -0.0437023 , -0.128724 , 0.147079 , -0.644995 , -0.612674 , 0.637374
-35 , -35 , -0.0446104 , -0.135311 , 0.152413 , -0.670379 , -0.631394 , 0.662973
-35 , -35 , -0.0457069 , -0.14195 , 0.157771 , -0.698518 , -0.64818 , 0.691327
-35 , -35 , -0.0469815 , -0.148734 , 0.163086 , -0.725661 , -0.665709 , 0.717962
-35 , -35 , -0.0487125 , -0.155822 , 0.168524 , -0.754992 , -0.682573 , 0.747273
-35 , -35 , -0.0507174 , -0.163061 , 0.173977 , -0.784714 , -0.697717 , 0.777289
-35 , -35 , -0.0528793 , -0.170246 , 0.179437 , -0.813166 , -0.713584 , 0.805682
-35 , -35 , -0.0550002 , -0.177907 , 0.184918 , -0.844569 , -0.728748 , 0.836596
-35 , -35 , -0.0568781 , -0.186236 , 0.19037 , -0.876128 , -0.742193 , 0.865927
-35 , -35 , -0.0585913 , -0.194713 , 0.195795 , -0.90585 , -0.756477 , 0.898229
-35 , -35 , -0.0601985 , -0.203383 , 0.201169 , -0.938679 , -0.768866 , 0.931156
-35 , -35 , -0.0616226 , -0.212299 , 0.206571 , -0.969945 , -0.781822 , 0.96205
-35 , -35 , -0.0634008 , -0.221457 , 0.211904 , -1.00399 , -0.793332 , 0.995954
-35 , -35 , -0.065667 , -0.230615 , 0.217155 , -1.03855 , -0.805193 , 1.02785
-35 , -35 , -0.0679254 , -0.239686 , 0.222306 , -1.07087 , -0.81641 , 1.06294
-35 , -35 , -0.0703842 , -0.249026 , 0.22746 , -1.1065 , -0.827138 , 1.0987
