1.5881,1.4626,0.41887,3.0765,3.6475,0.64872
1.4608,1.3526,0.38329,3.6225,5.4023,0.60726
1.3538,1.37,0.33444,4.8976,5.4284,1.0764
1.3026,1.3235,0.32052,3.5094,2.3212,1.3264
1.2433,1.2605,0.30658,11.491,15.1,2.1862
1.2428,1.2527,0.30822,-0.010182,-0.0045601,0
1.2678,1.2652,0.31762,-14.869,-19.337,-2.8585
1.3106,1.3295,0.32301,3.9036,2.4854,1.5327
1.3972,1.3015,0.37497,4.3665,5.2954,0.90014
1.5059,1.3035,0.43491,3.92,5.8834,0.65295
1.6353,1.3933,0.47983,2.8887,3.0134,0.69229
1.6712,1.5797,0.44198,1.8233,2.221,0.37421
1.512,1.4303,0.39959,2.7242,2.9803,0.62252
1.4071,1.3512,0.36631,3.3203,5.827,0.45823
1.3177,1.4163,0.30651,2.4292,2.6969,0.54703
1.1905,1.3247,0.26745,9.1614,14.127,1.3101
1.2283,1.3159,0.28665,-0.07488,-0.037686,-0.033541
1.265,1.3536,0.29554,3.7087,4.4757,0.41139
1.3094,1.4013,0.30588,2.61,2.9267,0.58188
1.3597,1.3158,0.35126,3.4635,6.1555,0.48721
1.4969,1.4154,0.39576,2.0997,3.251,0.33902
1.6528,1.5658,0.43613,1.7473,2.2722,0.33591
1.8929,1.8795,0.47659,1.6382,2.0523,0.3269
1.6826,1.6506,0.42882,1.6909,2.3487,0.30435
1.5154,1.4465,0.3969,2.0139,3.5745,0.28368
1.3251,1.4302,0.30696,3.5428,6.2431,0.4513
1.2129,1.5104,0.24351,2.2029,2.4651,0.49217
1.1503,1.4207,0.23283,-0.011512,-0.0034226,-0.0084053
1.2288,1.4747,0.25598,1.0746,2.1285,0.10023
1.2704,1.467,0.27505,3.3819,6.0979,0.4215
1.4138,1.3865,0.3604,1.8755,3.1836,0.27621
1.6066,1.555,0.41495,1.6231,2.291,0.28747
1.8196,1.941,0.42645,1.5882,1.9651,0.32091
0.58769,2.7362,0.031556,1.587,1.8747,0.33585
0.71772,2.2911,0.056211,1.5481,2.1311,0.28115
1.8642,1.8423,0.47159,1.5668,2.5669,0.23909
1.5374,1.6567,0.35668,1.867,4.0362,0.2159
1.351,1.7098,0.26687,2.2974,3.3499,0.39391
1.2442,1.7586,0.22006,-0.0023581,-0.020535,0
1.283,1.7935,0.22947,1.7545,2.717,0.28325
1.3877,1.4135,0.34062,1.782,3.613,0.21973
1.7337,1.4867,0.50545,1.4524,2.4564,0.21469
1.961,2.1244,0.45256,1.5051,2.1043,0.26912
0.61997,2.8159,0.034125,1.558,1.8493,0.32816
-1.9638,-2.322,-0.22141,1.6084,1.7042,0.37948
-15.234,-11.705,-3.9977,1.5479,1.8738,0.31969
0,4.9041,0,1.4305,2.1522,0.23771
0.81814,3.3925,0.049327,1.2995,2.5049,0.16853
1.375,2.014,0.23469,1.3195,3.187,0.13658
2.3863,4.7204,0.30159,-0.032822,-0.012835,0
1.5079,1.9391,0.29316,1.2799,2.6885,0.15232
0.7249,2.8017,0.046889,1.3291,2.3261,0.18986
0,3.4208,0,1.3747,2.143,0.22047
53.477,31.776,22.499,1.5242,1.8636,0.31165
-4.133,-3.3168,-1.1914,1.545,1.6527,0.36108
0.0084559,0.0015894,0.011246,1.5063,1.4874,0.38134
0.0032275,0.00088127,0.0013689,1.5193,1.7966,0.32119
-0.031508,-0.0030289,-0.019271,1.3851,1.794,0.26735
-2.0727,-1.1923,-0.90076,1.1852,1.9507,0.18002
0,66.767,0,0.91118,2.0655,0.10049
-0.18501,-0.0011291,0,0.48362,1.5009,0.038957
0.19754,0.12519,0.077924,0.9586,2.2333,0.10286
0,0.0051215,0,1.2147,2.0981,0.17582
0.0020336,0.00014174,0,1.3993,1.803,0.27151
0.0081215,0.0014796,0.0085671,1.4601,1.6093,0.33117
0.00039804,0.0012208,3.2446e-05,1.4322,1.417,0.36189
0.75355,0.65204,0.21772,1.3786,1.2888,0.36864
0.93826,0.7959,0.27652,1.3147,1.3594,0.31787
1.3474,1.2162,0.3732,1.2379,1.5439,0.24813
1.7823,1.4745,0.5386,1.1085,1.5895,0.19326
0.46503,1.8155,0.029778,1.6518,2.9953,0.22773
1.2731,3.5907,0.11285,0.40529,1.4957,0.025435
0.5005,1.893,0.033082,1.6669,2.823,0.24607
1.6575,1.3513,0.50828,1.1009,1.5619,0.19399
1.186,1.1131,0.31592,1.2082,1.4255,0.25602
0.91302,0.77895,0.26754,1.2708,1.3152,0.307
0.75901,0.59037,0.24396,1.31,1.2238,0.35059
1.33,1.1787,0.37518,1.2091,1.1221,0.32567
1.6091,1.4274,0.45346,1.1901,1.1469,0.30874
1.8967,1.6118,0.55802,1.132,1.2589,0.25445
1.6947,1.6258,0.44166,1.6888,2.0026,0.35605
1.8376,2.9125,0.28985,0.93999,1.2555,0.17594
1.4029,2.9198,0.16851,0.36848,0.38255,0.08873
1.6436,2.6147,0.25828,0.89645,1.3633,0.14737
1.6611,1.482,0.46544,1.6146,1.9534,0.33365
1.7715,1.6507,0.47528,1.0783,1.1909,0.24408
1.5251,1.355,0.42914,1.1368,1.1036,0.29273
1.3553,1.0223,0.44916,1.1474,1.067,0.30847
1.8653,1.5621,0.54073,1.0987,0.96583,0.31246
1.9736,1.6214,0.60061,1.0989,1.0251,0.29452
1.8385,1.3484,0.6267,1.7417,1.7038,0.4451
1.7368,1.9287,0.391,1.0679,1.2419,0.22955
2.7093,3.1753,0.57793,0.98122,1.0855,0.22173
1.4654,2.6015,0.20637,-6.4822,-1.4223,-3.2606
2.7157,3.4981,0.52708,0.93519,0.88003,0.24845
1.6497,1.853,0.36717,1.0662,1.185,0.23984
1.7815,1.4727,0.53877,1.1425,1.2716,0.25664
1.9672,1.6033,0.60345,1.012,0.98575,0.25972
1.8729,1.4436,0.60746,1.0548,0.92761,0.29987
2.2837,1.6753,0.77827,1.0374,0.87569,0.30722
2.0192,1.2999,0.78411,1.1536,1.084,0.30691
1.8117,1.6156,0.50789,1.1391,1.168,0.27772
1.8808,2.0238,0.43698,0.99874,1.0794,0.23103
1.767,2.7213,0.28685,0.98052,0.88346,0.27206
1.4874,2.2673,0.24394,0.092453,0.06161,0
1.7807,2.5256,0.31389,0.93829,0.7109,0.30961
1.8408,1.9224,0.44067,0.9589,1.0287,0.22347
1.7801,1.4577,0.54345,1.0782,1.0319,0.28165
1.9825,1.1677,0.84152,1.0992,0.96678,0.31245
2.2384,1.6231,0.77174,1.003,0.84644,0.29715
2.2457,1.2458,1.012,1.0609,0.84803,0.33178
2.0577,1.349,0.78463,1.0779,0.9951,0.29193
1.8188,1.8119,0.45644,1.0099,0.95259,0.26764
3.116,3.2286,0.75182,1.0101,0.8255,0.30899
1.7789,2.1558,0.36696,1.0028,0.73434,0.34236
1.5143,2.1222,0.27013,-59.857,-54.288,-16.499
1.7212,2.138,0.3464,0.97339,0.61686,0.384
2.8471,2.7774,0.72961,0.97412,0.79098,0.29991
1.8103,1.7293,0.4738,0.97218,0.92104,0.25654
1.964,1.3888,0.6944,1.0457,0.89919,0.30402
2.2272,1.1353,1.0923,1.0081,0.82865,0.3066
