t: 0 , 45 , 0 , -0 , 0 , 2.5598 , 0 , -2.5598 , 0
t: 0.01 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 9.77058e-05 , -2.5598 , 0
t: 0.02 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.000644858 , -2.5598 , -0.000605776
t: 0.03 , 45 , 0 , -0 , 0 , 2.5598 , 0.00187595 , -2.5598 , -0.00171962
t: 0.04 , 45 , 0 , -0 , 0 , 2.5598 , 0.00367374 , -2.5598 , -0.00373236
t: 0.05 , 45 , 0 , -0 , 0 , 2.5598 , 0.00601868 , -2.5598 , -0.00609684
t: 0.06 , 45 , 0 , -0 , 0 , 2.5598 , 0.00898893 , -2.5598 , -0.00924297
t: 0.07 , 45 , 0 , -0 , 0 , 2.5598 , 0.012604 , -2.5598 , -0.013034
t: 0.08 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.0168054 , -2.5598 , -0.0174503
t: 0.09 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.0215539 , -2.5598 , -0.0225114
t: 0.1 , 45 , 0 , -0 , 0 , 2.5598 , 0.0269473 , -2.5598 , -0.0278657
t: 0.11 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.0329855 , -2.5598 , -0.033689
t: 0.12 , 45 , 0 , -0 , 0 , 2.5598 , 0.0396881 , -2.5598 , -0.0403134
t: 0.13 , 45 , 0 , -0 , 0 , 2.5598 , 0.0476218 , -2.5598 , -0.0484034
t: 0.14 , 45 , 0 , -0 , 0 , 2.5598 , 0.0553601 , -2.5598 , -0.0564739
t: 0.15 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.06388 , -2.5598 , -0.0653456
t: 0.16 , 45 , 0 , -0 , 0 , 2.5598 , 0.0729471 , -2.5598 , -0.0740805
t: 0.17 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.0826591 , -2.5598 , -0.0836948
t: 0.18 , 45 , 0 , -0 , 0 , 2.5598 , 0.0929182 , -2.5598 , -0.0941688
t: 0.19 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.103666 , -2.5598 , -0.105464
t: 0.2 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.115097 , -2.5598 , -0.116719
t: 0.21 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.127291 , -2.5598 , -0.128581
t: 0.22 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.139895 , -2.5598 , -0.141732
t: 0.23 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.153085 , -2.5598 , -0.154961
t: 0.24 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.167136 , -2.5598 , -0.168562
t: 0.25 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.181361 , -2.5598 , -0.183628
t: 0.26 , 45 , 0 , -0 , 0 , 2.5598 , 0.198011 , -2.5598 , -0.200062
t: 0.27 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.213858 , -2.5598 , -0.215715
t: 0.28 , 45 , 0 , -0 , 0 , 2.5598 , 0.22996 , -2.5598 , -0.232657
t: 0.29 , 45 , 0 , -0 , 0 , 2.5598 , 0.247157 , -2.5598 , -0.248915
t: 0.3 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.26447 , -2.5598 , -0.267069
t: 0.31 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.282663 , -2.5598 , -0.284832
t: 0.32 , 45 , 0 , -0 , 3.90823e-05 , 2.5598 , 0.301325 , -2.5598 , -0.303865
t: 0.33 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.32067 , -2.5598 , -0.32323
t: 0.34 , 45 , 0 , -0 , 0 , 2.5598 , 0.340544 , -2.5598 , -0.343104
t: 0.35 , 45 , 0 , -0 , 0 , 2.5598 , 0.361062 , -2.5598 , -0.363798
t: 0.36 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.382147 , -2.5598 , -0.38498
t: 0.37 , 45 , 0 , -0 , 0 , 2.5598 , 0.403935 , -2.5598 , -0.40671
t: 0.38 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.426114 , -2.5598 , -0.429222
t: 0.39 , 45 , 0 , -0 , 1.95412e-05 , 2.5598 , 0.449251 , -2.5598 , -0.452104
t: 0.4 , 45 , 0 , -0 , -1.95412e-05 , 2.5598 , 0.472544 , -2.5598 , -0.475827
t: 0.41 , 45 , 0 , -0 , 0 , 2.5598 , 0.496912 , -2.5598 , -0.499843
t: 0.42 , 45 , 0 , -0 , 0 , 2.5598 , 0.523957 , -2.5598 , -0.527259
