50 , 50 , -0.0139209 , -0.0237054 , -0.360855 , -1.95412e-05 , 0 , 0 , 20 , -20
50 , 50 , -0.0139636 , -0.0236812 , -0.360855 , 0.000547152 , 0.00050807 , -0.000390823 , 20 , -20
50 , 50 , -0.0139521 , -0.0236888 , -0.360855 , 0.00248173 , 0.00244264 , -0.00193457 , 20 , -20
50 , 50 , -0.0134306 , -0.0235152 , -0.36131 , 0.00549107 , 0.00549107 , -0.00467034 , 20 , -20
50 , 50 , -0.0123405 , -0.0232424 , -0.362324 , 0.00967287 , 0.00990737 , -0.00836362 , 20 , -20
50 , 50 , -0.011086 , -0.0232602 , -0.363876 , 0.0152421 , 0.015418 , -0.0134248 , 20 , -20
50 , 50 , -0.0100783 , -0.0235647 , -0.365865 , 0.0222769 , 0.022101 , -0.0199906 , 20 , -20
50 , 50 , -0.00956095 , -0.0240003 , -0.36833 , 0.0295462 , 0.0297612 , -0.0279048 , 20 , -20
50 , 50 , -0.00923147 , -0.0244108 , -0.371124 , 0.0384961 , 0.0386524 , -0.0370891 , 20 , -20
50 , 50 , -0.00861103 , -0.0247668 , -0.374355 , 0.0489897 , 0.0490288 , -0.0471724 , 20 , -20
50 , 50 , -0.00759805 , -0.0251153 , -0.377953 , 0.0611834 , 0.0612615 , -0.0580568 , 20 , -20
50 , 50 , -0.00638813 , -0.0255627 , -0.381927 , 0.0735334 , 0.0731426 , -0.0706022 , 20 , -20
50 , 50 , -0.00528564 , -0.0256941 , -0.386429 , 0.0874467 , 0.0869191 , -0.0846132 , 20 , -20
50 , 50 , -0.0045751 , -0.0255825 , -0.39133 , 0.103021 , 0.102259 , -0.0990346 , 20 , -20
50 , 50 , -0.0041328 , -0.0259197 , -0.396585 , 0.118673 , 0.118165 , -0.115332 , 20 , -20
50 , 50 , -0.00370218 , -0.0264562 , -0.402169 , 0.136749 , 0.135928 , -0.132528 , 20 , -20
50 , 50 , -0.00314074 , -0.0270823 , -0.408193 , 0.155098 , 0.154317 , -0.150799 , 20 , -20
50 , 50 , -0.00236815 , -0.0278645 , -0.414499 , 0.175284 , 0.174366 , -0.170672 , 20 , -20
50 , 50 , -0.00160146 , -0.0284043 , -0.421375 , 0.196115 , 0.195197 , -0.191269 , 20 , -20
50 , 50 , -0.0011261 , -0.0287282 , -0.428644 , 0.21888 , 0.2189 , -0.213468 , 20 , -20
50 , 50 , -0.000845499 , -0.0291256 , -0.436453 , 0.241724 , 0.240825 , -0.236741 , 20 , -20
50 , 50 , -0.000670614 , -0.0297775 , -0.444486 , 0.267206 , 0.265975 , -0.260953 , 20 , -20
50 , 50 , -0.000513004 , -0.0304866 , -0.452924 , 0.292531 , 0.291066 , -0.28704 , 20 , -20
50 , 50 , -7.42966e-06 , -0.0309769 , -0.461591 , 0.319537 , 0.314026 , -0.313479 , 20 , -20
50 , 50 , 0.000394364 , -0.0313953 , -0.469964 , 0.348517 , 0.336088 , -0.34283 , 20 , -20
50 , 50 , 0.000267602 , -0.0313931 , -0.478598 , 0.379431 , 0.356353 , -0.372494 , 20 , -20
50 , 50 , 4.85302e-06 , -0.0309832 , -0.487096 , 0.407902 , 0.376128 , -0.401454 , 20 , -20
50 , 50 , -0.000196648 , -0.0301801 , -0.49542 , 0.441572 , 0.394145 , -0.4344 , 20 , -20
50 , 50 , -0.000530996 , -0.0286229 , -0.503376 , 0.473463 , 0.411361 , -0.46549 , 20 , -20
50 , 50 , -0.00124015 , -0.0260811 , -0.511431 , 0.507738 , 0.427267 , -0.499706 , 20 , -20
50 , 50 , -0.00179953 , -0.0227669 , -0.51989 , 0.54471 , 0.44165 , -0.536854 , 20 , -20
50 , 50 , -0.0014089 , -0.0192654 , -0.528392 , 0.579141 , 0.455563 , -0.573513 , 20 , -20
50 , 50 , -0.000509073 , -0.0157997 , -0.536892 , 0.618712 , 0.467679 , -0.611189 , 20 , -20
50 , 50 , 0.000118908 , -0.0123722 , -0.545481 , 0.657599 , 0.478622 , -0.650134 , 20 , -20
50 , 50 , 0.000312407 , -0.00870903 , -0.553843 , 0.697717 , 0.488568 , -0.690155 , 20 , -20
50 , 50 , 0.00015721 , -0.00487118 , -0.562352 , 0.738949 , 0.497498 , -0.731484 , 20 , -20
50 , 50 , -6.64086e-05 , -0.000638419 , -0.570891 , 0.779282 , 0.505315 , -0.773928 , 20 , -20
50 , 50 , -0.000354995 , 0.00424263 , -0.57936 , 0.818364 , 0.51104 , -0.817524 , 20 , -20
50 , 50 , -0.000596139 , 0.00942214 , -0.587927 , 0.856196 , 0.516101 , -0.862312 , 20 , -20
50 , 50 , -0.000793262 , 0.0153206 , -0.596577 , 0.892738 , 0.520029 , -0.908195 , 20 , -20
50 , 50 , -0.00142866 , 0.0219821 , -0.605283 , 0.928244 , 0.522667 , -0.955543 , 20 , -20
50 , 50 , -0.00228541 , 0.0289922 , -0.614128 , 0.962793 , 0.524328 , -1.00643 , 20 , -20
50 , 50 , -0.00303251 , 0.0367099 , -0.622921 , 0.996208 , 0.52468 , -1.05362 , 20 , -20
50 , 50 , -0.0043943 , 0.0447838 , -0.631455 , 1.02849 , 0.524817 , -1.0972 , 20 , -20
50 , 50 , -0.00613079 , 0.0525412 , -0.639632 , 1.05892 , 0.524817 , -1.14398 , 20 , -20
50 , 50 , -0.00791592 , 0.0603219 , -0.647626 , 1.0877 , 0.524817 , -1.1874 , 20 , -20
50 , 50 , -0.00977319 , 0.0681304 , -0.655248 , 1.11627 , 0.524817 , -1.22767 , 20 , -20
50 , 50 , -0.0113889 , 0.0756882 , -0.66285 , 1.1438 , 0.524817 , -1.27088 , 20 , -20
50 , 50 , -0.012725 , 0.0828668 , -0.670207 , 1.16876 , 0.524797 , -1.31082 , 20 , -20
50 , 50 , -0.013974 , 0.0894963 , -0.677576 , 1.19377 , 0.524797 , -1.34955 , 20 , -20
50 , 50 , -0.015865 , 0.0956123 , -0.684739 , 1.21736 , 0.524797 , -1.38719 , 20 , -20
50 , 50 , -0.0183792 , 0.101681 , -0.69153 , 1.23907 , 0.524797 , -1.42367 , 20 , -20
50 , 50 , -0.0209684 , 0.108137 , -0.697906 , 1.26164 , 0.524817 , -1.45898 , 20 , -20
50 , 50 , -0.0228463 , 0.114309 , -0.70399 , 1.28075 , 0.524817 , -1.49332 , 20 , -20
50 , 50 , -0.0236592 , 0.120002 , -0.709952 , 1.29986 , 0.524817 , -1.52628 , 20 , -20
50 , 50 , -0.0242033 , 0.125479 , -0.715769 , 1.31668 , 0.524817 , -1.55759 , 20 , -20
50 , 50 , -0.0254079 , 0.130749 , -0.721463 , 1.33306 , 0.524817 , -1.5877 , 20 , -20
50 , 50 , -0.0273992 , 0.135813 , -0.726852 , 1.34809 , 0.524817 , -1.61715 , 20 , -20
50 , 50 , -0.0293161 , 0.140329 , -0.732117 , 1.36145 , 0.524817 , -1.64552 , 20 , -20
50 , 50 , -0.0308143 , 0.144436 , -0.737081 , 1.37437 , 0.524817 , -1.67327 , 20 , -20
50 , 50 , -0.0321745 , 0.148943 , -0.741773 , 1.38578 , 0.524797 , -1.69869 , 20 , -20
50 , 50 , -0.0334278 , 0.153828 , -0.746534 , 1.39545 , 0.524797 , -1.72236 , 20 , -20
50 , 50 , -0.0347486 , 0.157845 , -0.750882 , 1.4045 , 0.524817 , -1.74508 , 20 , -20
50 , 50 , -0.0365551 , 0.161648 , -0.754856 , 1.41242 , 0.524817 , -1.76865 , 20 , -20
50 , 50 , -0.0381328 , 0.165702 , -0.758706 , 1.41908 , 0.524797 , -1.78794 , 20 , -20
50 , 50 , -0.0390745 , 0.168989 , -0.762232 , 1.42422 , 0.524817 , -1.80803 , 20 , -20
50 , 50 , -0.0399294 , 0.171893 , -0.765768 , 1.42838 , 0.524817 , -1.82595 , 20 , -20
50 , 50 , -0.0408097 , 0.174482 , -0.769065 , 1.43125 , 0.524817 , -1.84459 , 20 , -20
50 , 50 , -0.0417307 , 0.176837 , -0.772236 , 1.43309 , 0.524817 , -1.86012 , 20 , -20
50 , 50 , -0.0428108 , 0.179396 , -0.775125 , 1.43379 , 0.524817 , -1.87515 , 20 , -20
50 , 50 , -0.0439644 , 0.181886 , -0.777666 , 1.43373 , 0.524797 , -1.88879 , 20 , -20
50 , 50 , -0.0448013 , 0.184365 , -0.780095 , 1.4337 , 0.524797 , -1.90085 , 20 , -20
50 , 50 , -0.0458017 , 0.186692 , -0.782134 , 1.43368 , 0.524797 , -1.91216 , 20 , -20
50 , 50 , -0.0467897 , 0.188561 , -0.783947 , 1.43368 , 0.524817 , -1.92232 , 20 , -20
50 , 50 , -0.0470912 , 0.190152 , -0.785712 , 1.43368 , 0.524797 , -1.93086 , 20 , -20
50 , 50 , -0.0473203 , 0.191391 , -0.78739 , 1.43366 , 0.524797 , -1.93788 , 20 , -20
50 , 50 , -0.0479867 , 0.192311 , -0.788743 , 1.43368 , 0.524797 , -1.94458 , 20 , -20
