-40 , 0 , -6.64935 , 0 , -0.00981216 , -0.348155 , 0 , -4.4329 , 2.21645 , 2.21645 , -0.0075038 , -0.0232149 , -0.0178606 , -0.449447 , 0.271908 , 0.00650736 , -304 , 289 , 401
-40 , 0 , -6.80524 , 0 , -0.00982909 , -0.348073 , 0 , -4.53683 , 2.26841 , 2.26841 , -0.0359166 , 0.00238402 , 0.00572556 , -2.44264 , 2.29896 , 2.19769 , -296 , -175 , 13
-40 , 0 , -6.9386 , 0 , -0.00978838 , -0.34723 , 0 , -4.62573 , 2.31287 , 2.31287 , -0.103588 , 0.0478563 , 0.051022 , -4.29905 , 2.26345 , 2.34024 , 23 , -56 , -52
-40 , 0 , -6.97853 , 0.0104128 , -0.0101029 , -0.350335 , 0.000553686 , -4.65235 , 2.33219 , 2.32017 , -0.184566 , 0.0936021 , 0.0970414 , -3.96685 , 2.30572 , 2.33559 , 24 , -21 , -101
-40 , 0 , -6.91456 , 0.0223981 , -0.0110209 , -0.35821 , 0.00117551 , -4.60971 , 2.31779 , 2.29192 , -0.259624 , 0.137452 , 0.14097 , -3.96685 , 2.34141 , 2.26891 , -15 , -57 , -38
-40 , 0 , -6.79165 , 0.0271679 , -0.0123134 , -0.368581 , 0.00140048 , -4.52777 , 2.27957 , 2.2482 , -0.33857 , 0.183042 , 0.186638 , -3.94731 , 2.23859 , 2.15825 , -16 , -46 , 60
-40 , 0 , -6.57666 , 0.0329006 , -0.0129363 , -0.383278 , 0.00167708 , -4.38444 , 2.21122 , 2.17322 , -0.417634 , 0.227967 , 0.231035 , -3.92777 , 2.16821 , 2.11731 , 54 , -15 , 42
-40 , 0 , -6.29358 , 0.0412827 , -0.0132771 , -0.401042 , 0.00209206 , -4.19572 , 2.1217 , 2.07403 , -0.496717 , 0.271524 , 0.273987 , -3.92777 , 2.09369 , 1.96723 , -26 , -16 , 84
-40 , 0 , -5.94412 , 0.0405027 , -0.0139026 , -0.421804 , 0.00201345 , -3.96275 , 2.00476 , 1.95799 , -0.579786 , 0.315355 , 0.316606 , -3.83007 , 1.90181 , 1.87519 , -96 , 82 , 93
-40 , 0 , -5.54048 , 0.0423688 , -0.0138686 , -0.44493 , 0.00208401 , -3.69365 , 1.87129 , 1.82236 , -0.658576 , 0.35477 , 0.3552 , -3.59557 , 1.74668 , 1.73762 , -90 , 98 , 141
